order_id,date,region,city,category,product,customer_type,sales_amount,quantity,discount,profit,channel,status
SO-202507-0354,2025-07-11,North China,Qingdao,Software,Security Suite,Individual,8712.45,9,0.05,-697.0,Retail,Refunded
SO-202507-0400,2025-07-11,South China,Foshan,Home Appliances,Air Purifier,SMB,456.0,2,0.05,89.96,Corporate,Completed
SO-202507-0061,2025-07-12,North China,Jinan,Software,CRM License,SMB,8269.65,9,0.15,3959.32,Retail,Completed
SO-202507-0257,2025-07-12,East China,Hangzhou,Electronics,Monitor 27,Enterprise,2820.72,21,0.08,482.52,Corporate,Completed
SO-202507-0460,2025-07-13,South China,Guangzhou,Office Supplies,Desk Organizer,Enterprise,2079.0,33,0.1,-166.32,Partner,Refunded
SO-202507-0132,2025-07-14,East China,Suzhou,Software,Cloud Storage,SMB,635.04,1,0.02,290.35,Corporate,Completed
SO-202507-0258,2025-07-14,North China,Tianjin,Software,Security Suite,Individual,2823.48,11,0.08,1271.23,Corporate,Completed
SO-202507-0139,2025-07-15,South China,Zhuhai,Home Appliances,Coffee Machine,SMB,3304.8,12,0.1,838.24,Retail,Completed
SO-202507-0370,2025-07-15,North China,Qingdao,Electronics,USB-C Hub,SMB,5720,10,0,1223.72,Retail,Completed
SO-202507-0357,2025-07-16,South China,Guangzhou,Software,Cloud Storage,Individual,1512,6,0,777.8,Corporate,Completed
SO-202507-0427,2025-07-19,North China,Tianjin,Home Appliances,Air Purifier,Individual,270.3,1,0.15,58.3,Online,Completed
SO-202507-0467,2025-07-19,Southwest,Kunming,Electronics,USB-C Hub,Individual,6684,12,0,1087.97,Partner,Completed
SO-202507-0263,2025-07-24,North China,Beijing,Home Appliances,Desk Lamp,Enterprise,2664.75,17,0.05,-213.18,Online,Refunded
SO-202507-0371,2025-07-24,North China,Tianjin,Electronics,Laptop Pro 14,Individual,2303.5,10,0.15,470.7,Online,Completed
SO-202507-0012,2025-07-25,North China,Jinan,Home Appliances,Coffee Machine,Individual,802.8,4,0.1,180.08,Partner,Pending
SO-202507-0404,2025-07-25,East China,Nanjing,Home Appliances,Mini Fan,Enterprise,1300,10,0,333.66,Partner,Pending
SO-202507-0486,2025-07-25,Southwest,Chengdu,Office Supplies,Marker Pack,SMB,846.6,12,0.15,267.07,Partner,Completed
SO-202507-0023,2025-07-28,North China,Jinan,Home Appliances,Air Purifier,Enterprise,1799.28,36,0.02,415.58,Online,Completed
SO-202507-0318,2025-07-28,Southwest,Guiyang,Office Supplies,Desk Organizer,SMB,221.0,5,0.15,55.48,Partner,Completed
SO-202507-0514,2025-07-28,East China,Nanjing,Home Appliances,Coffee Machine,Individual,1064.0,7,0.05,253.38,Partner,Completed
SO-202507-0456,2025-07-29,East China,Nanjing,Office Supplies,Notebook Set,Enterprise,745.2,23,0.1,219.4,Partner,Completed
SO-202507-0190,2025-07-30,North China,Beijing,Electronics,Wireless Mouse,SMB,2163.84,4,0.08,394.29,Corporate,Completed
SO-202507-0463,2025-07-30,South China,Foshan,Home Appliances,Desk Lamp,SMB,1836,9,0,-146.88,Corporate,Refunded
SO-202507-0496,2025-07-30,North China,Jinan,Home Appliances,Desk Lamp,SMB,2625,7,0,648.98,Corporate,Pending
SO-202508-0391,2025-08-01,South China,Shenzhen,Office Supplies,Notebook Set,Individual,230.85,3,0.05,72.4,Corporate,Completed
SO-202508-0469,2025-08-01,North China,Jinan,Home Appliances,Air Purifier,Individual,185.22,1,0.02,41.58,Partner,Pending
SO-202508-0197,2025-08-03,North China,Jinan,Office Supplies,Printer Paper,Individual,46.8,1,0.1,13.25,Retail,Completed
SO-202508-0262,2025-08-03,East China,Hangzhou,Software,CRM License,Enterprise,15375.96,27,0.08,6771.17,Retail,Pending
SO-202508-0294,2025-08-04,East China,Suzhou,Electronics,Wireless Mouse,Enterprise,4709,17,0,692.23,Partner,Completed
SO-202508-0093,2025-08-05,East China,Nanjing,Home Appliances,Mini Fan,Individual,835.2,8,0.1,197.35,Online,Pending
SO-202508-0143,2025-08-08,East China,Nanjing,Home Appliances,Desk Lamp,Enterprise,5950.8,38,0.1,1178.58,Online,Completed
SO-202508-0254,2025-08-08,East China,Hangzhou,Office Supplies,Desk Organizer,Enterprise,673.2,11,0.1,204.7,Partner,Completed
SO-202508-0363,2025-08-08,North China,Beijing,Home Appliances,Desk Lamp,Individual,912.0,8,0.05,229.07,Online,Completed
SO-202508-0497,2025-08-08,North China,Qingdao,Electronics,USB-C Hub,Individual,2033.0,10,0.05,329.08,Partner,Pending
SO-202508-0281,2025-08-09,Southwest,Chongqing,Home Appliances,Air Purifier,Individual,2618.0,11,0.15,594.67,Partner,Pending
SO-202508-0079,2025-08-11,Southwest,Guiyang,Office Supplies,Desk Organizer,Enterprise,1966.5,23,0.05,501.82,Online,Completed
SO-202508-0163,2025-08-11,Southwest,Chongqing,Home Appliances,Mini Fan,Individual,626.4,4,0.1,-50.11,Online,Refunded
SO-202508-0196,2025-08-12,Southwest,Chengdu,Office Supplies,Desk Organizer,SMB,95,5,0,28.69,Online,Completed
SO-202508-0327,2025-08-12,North China,Tianjin,Office Supplies,Marker Pack,Individual,482.16,12,0.02,147.92,Retail,Pending
SO-202508-0505,2025-08-12,East China,Shanghai,Office Supplies,Printer Paper,SMB,522.9,7,0.1,141.17,Corporate,Completed
SO-202508-0013,2025-08-14,South China,Guangzhou,Electronics,Wireless Mouse,Individual,979.2,6,0.15,175.11,Online,Pending
SO-202508-0077,2025-08-15,South China,Zhuhai,Home Appliances,Coffee Machine,Individual,302,1,0,60.03,Online,Pending
SO-202508-0186,2025-08-15,Southwest,Kunming,Software,Cloud Storage,SMB,605,1,0,271.82,Retail,Completed
SO-202508-0224,2025-08-16,East China,Hangzhou,Software,Security Suite,Enterprise,4391.1,21,0.15,2087.86,Online,Completed
SO-202508-0275,2025-08-18,North China,Beijing,Software,Analytics Add-on,SMB,10286.1,11,0.1,5259.95,Partner,Pending
SO-202508-0195,2025-08-19,North China,Tianjin,Software,Cloud Storage,Enterprise,22785,31,0,-1822.8,Online,Refunded
SO-202508-0089,2025-08-20,Southwest,Chengdu,Home Appliances,Air Purifier,SMB,2693.04,12,0.02,672.15,Retail,Pending
SO-202508-0243,2025-08-20,North China,Beijing,Office Supplies,Notebook Set,Enterprise,1680,28,0,516.2,Online,Pending
SO-202508-0310,2025-08-24,Southwest,Kunming,Electronics,Monitor 27,SMB,2664.32,4,0.08,377.79,Partner,Completed
SO-202508-0319,2025-08-24,Southwest,Chongqing,Electronics,Wireless Mouse,SMB,5722.2,9,0.15,803.53,Partner,Completed
SO-202508-0447,2025-08-24,South China,Foshan,Office Supplies,Notebook Set,Enterprise,1360.8,27,0.1,-108.86,Retail,Refunded
SO-202508-0189,2025-08-26,Southwest,Chongqing,Office Supplies,Marker Pack,Individual,364.32,12,0.08,98.77,Partner,Completed
SO-202508-0081,2025-08-27,North China,Tianjin,Electronics,USB-C Hub,Individual,3384,9,0,509.44,Retail,Completed
SO-202508-0347,2025-08-27,South China,Shenzhen,Electronics,Monitor 27,SMB,2612.05,7,0.15,531.07,Retail,Completed
SO-202508-0364,2025-08-27,North China,Qingdao,Electronics,Monitor 27,Enterprise,11141.8,29,0.15,2073.47,Retail,Completed
SO-202508-0438,2025-08-27,South China,Guangzhou,Office Supplies,Marker Pack,SMB,382.2,10,0.02,92.17,Online,Completed
SO-202508-0425,2025-08-28,Southwest,Guiyang,Software,Security Suite,Enterprise,17900.85,33,0.05,9253.68,Retail,Completed
SO-202509-0082,2025-09-01,North China,Beijing,Office Supplies,Desk Organizer,Individual,900,12,0,250.29,Online,Completed
SO-202509-0249,2025-09-01,South China,Zhuhai,Home Appliances,Mini Fan,SMB,1279.25,5,0.15,300.35,Online,Completed
SO-202509-0020,2025-09-02,North China,Jinan,Office Supplies,Desk Organizer,SMB,132,2,0,32.45,Partner,Completed
SO-202509-0062,2025-09-03,East China,Nanjing,Electronics,Monitor 27,Individual,1160.32,2,0.02,208.71,Online,Completed
SO-202509-0164,2025-09-03,North China,Qingdao,Software,Cloud Storage,SMB,3285,5,0,-262.8,Corporate,Refunded
SO-202509-0507,2025-09-03,North China,Jinan,Home Appliances,Mini Fan,Enterprise,1077.3,21,0.05,219.85,Online,Completed
SO-202509-0208,2025-09-04,Southwest,Chengdu,Electronics,USB-C Hub,Individual,4176.9,7,0.15,-334.15,Corporate,Refunded
SO-202509-0182,2025-09-06,North China,Jinan,Home Appliances,Coffee Machine,Individual,2796.5,10,0.15,675.1,Corporate,Completed
SO-202509-0158,2025-09-08,South China,Zhuhai,Software,Analytics Add-on,Individual,2588.25,3,0.15,1258.12,Retail,Pending
SO-202509-0042,2025-09-11,East China,Shanghai,Office Supplies,Printer Paper,SMB,748.0,11,0.15,194.85,Retail,Completed
SO-202509-0207,2025-09-12,North China,Beijing,Home Appliances,Desk Lamp,Enterprise,2792.02,37,0.02,613.1,Retail,Completed
SO-202509-0499,2025-09-15,Southwest,Chongqing,Electronics,Wireless Mouse,Individual,5920.2,11,0.1,-473.62,Partner,Refunded
SO-202509-0255,2025-09-16,North China,Qingdao,Software,Cloud Storage,SMB,3928.5,5,0.1,-314.28,Corporate,Refunded
SO-202509-0267,2025-09-16,Southwest,Chongqing,Office Supplies,Notebook Set,SMB,732.6,11,0.1,-58.61,Corporate,Refunded
SO-202509-0422,2025-09-16,East China,Nanjing,Home Appliances,Mini Fan,Enterprise,3291.2,11,0.15,710.02,Online,Completed
SO-202509-0362,2025-09-18,North China,Jinan,Software,Cloud Storage,Enterprise,6745.0,10,0.05,2971.34,Online,Completed
SO-202509-0335,2025-09-21,North China,Beijing,Software,CRM License,Enterprise,26617.5,35,0.1,12083.36,Corporate,Completed
SO-202509-0430,2025-09-21,East China,Shanghai,Home Appliances,Air Purifier,SMB,1021.2,6,0.08,189.49,Partner,Completed
SO-202509-0246,2025-09-22,North China,Beijing,Electronics,Monitor 27,Enterprise,3758.7,11,0.15,713.57,Partner,Pending
SO-202509-0149,2025-09-25,Southwest,Chongqing,Software,Security Suite,SMB,8065.5,10,0.05,3995.82,Corporate,Completed
SO-202509-0423,2025-09-25,East China,Suzhou,Office Supplies,Notebook Set,Individual,74.52,3,0.08,22.48,Corporate,Completed
SO-202509-0368,2025-09-26,South China,Zhuhai,Software,Analytics Add-on,SMB,6860.7,9,0.1,3126.34,Retail,Pending
SO-202509-0313,2025-09-28,East China,Nanjing,Software,CRM License,SMB,2438.1,7,0.1,1240.43,Retail,Pending
SO-202509-0222,2025-09-29,South China,Guangzhou,Office Supplies,Desk Organizer,Individual,108.3,6,0.05,29.43,Online,Completed
SO-202509-0240,2025-09-29,North China,Qingdao,Office Supplies,Notebook Set,SMB,665.0,10,0.05,159.8,Online,Completed
SO-202510-0501,2025-10-01,North China,Tianjin,Home Appliances,Desk Lamp,Individual,121.6,2,0.05,26.4,Partner,Pending
SO-202510-0046,2025-10-02,North China,Tianjin,Electronics,USB-C Hub,Individual,5342.8,8,0.05,760.26,Partner,Completed
SO-202510-0201,2025-10-02,North China,Qingdao,Home Appliances,Desk Lamp,SMB,1012.0,11,0.08,183.48,Partner,Completed
SO-202510-0475,2025-10-05,North China,Beijing,Home Appliances,Desk Lamp,Individual,2547.9,9,0.05,646.33,Online,Completed
SO-202510-0345,2025-10-06,North China,Qingdao,Software,Analytics Add-on,Individual,1744.2,3,0.1,830.63,Online,Pending
SO-202510-0329,2025-10-09,Southwest,Chongqing,Home Appliances,Coffee Machine,Enterprise,6650,25,0,-532.0,Retail,Refunded
SO-202510-0351,2025-10-10,South China,Zhuhai,Office Supplies,Notebook Set,Enterprise,3444,41,0,-275.52,Online,Refunded
SO-202510-0302,2025-10-11,North China,Tianjin,Home Appliances,Coffee Machine,SMB,1952.16,6,0.02,452.21,Partner,Completed
SO-202510-0472,2025-10-11,Southwest,Chengdu,Home Appliances,Coffee Machine,SMB,2253.35,11,0.15,509.3,Partner,Completed
SO-202510-0041,2025-10-12,Southwest,Kunming,Electronics,Monitor 27,Enterprise,2352.8,16,0.15,336.97,Online,Completed
SO-202510-0303,2025-10-15,East China,Hangzhou,Home Appliances,Air Purifier,Individual,2873.16,9,0.08,693.97,Online,Completed
SO-202510-0127,2025-10-18,South China,Foshan,Office Supplies,Desk Organizer,Enterprise,2234.4,30,0.02,642.04,Retail,Pending
SO-202510-0428,2025-10-18,North China,Tianjin,Electronics,Laptop Pro 14,Individual,2907.0,10,0.15,629.72,Online,Completed
SO-202510-0286,2025-10-21,North China,Tianjin,Electronics,USB-C Hub,Enterprise,11176.65,27,0.15,2067.13,Retail,Completed
SO-202510-0071,2025-10-22,East China,Shanghai,Software,Security Suite,Enterprise,8456.64,24,0.08,-676.53,Corporate,Refunded
SO-202510-0142,2025-10-22,South China,Zhuhai,Software,Security Suite,SMB,1035.92,1,0.08,-82.87,Retail,Refunded
SO-202510-0145,2025-10-22,North China,Qingdao,Electronics,Laptop Pro 14,Enterprise,3476,22,0,-278.08,Retail,Refunded
SO-202510-0095,2025-10-24,South China,Zhuhai,Electronics,USB-C Hub,Enterprise,7683.2,16,0.02,-614.66,Retail,Refunded
SO-202510-0198,2025-10-27,North China,Qingdao,Electronics,Wireless Mouse,Individual,1058.25,5,0.15,175.42,Partner,Completed
SO-202510-0118,2025-10-28,North China,Beijing,Electronics,USB-C Hub,SMB,5424.32,8,0.08,911.96,Corporate,Completed
SO-202510-0238,2025-10-29,South China,Foshan,Home Appliances,Air Purifier,SMB,264,3,0,54.66,Online,Pending
SO-202510-0241,2025-10-29,Southwest,Chongqing,Electronics,Laptop Pro 14,Individual,4598,11,0,-367.84,Retail,Refunded
SO-202510-0074,2025-10-30,North China,Jinan,Office Supplies,Printer Paper,Enterprise,1094.4,16,0.05,-87.55,Retail,Refunded
SO-202510-0075,2025-10-30,North China,Beijing,Software,CRM License,Individual,2752.64,11,0.08,1214.23,Retail,Pending
SO-202510-0148,2025-10-30,East China,Hangzhou,Software,Cloud Storage,Individual,4442.2,7,0.05,2287.14,Corporate,Completed
SO-202510-0176,2025-10-30,East China,Shanghai,Electronics,USB-C Hub,SMB,8766.6,12,0.05,1302.05,Retail,Completed
SO-202510-0269,2025-10-30,East China,Shanghai,Software,Analytics Add-on,SMB,1084,4,0,-86.72,Partner,Refunded
SO-202511-0508,2025-11-01,East China,Hangzhou,Software,Security Suite,Individual,4296.4,5,0.08,2208.86,Partner,Completed
SO-202511-0010,2025-11-02,East China,Hangzhou,Home Appliances,Desk Lamp,Enterprise,2236.3,22,0.05,445.37,Online,Completed
SO-202511-0205,2025-11-03,East China,Suzhou,Office Supplies,Printer Paper,Enterprise,2369.3,29,0.05,705.56,Online,Completed
SO-202511-0223,2025-11-03,North China,Tianjin,Electronics,Monitor 27,Enterprise,13386.8,20,0.02,2004.22,Partner,Completed
SO-202511-0284,2025-11-03,North China,Tianjin,Office Supplies,Printer Paper,Enterprise,841.5,33,0.15,223.66,Corporate,Completed
SO-202511-0161,2025-11-04,East China,Suzhou,Electronics,Monitor 27,Enterprise,4883.0,20,0.05,-390.64,Partner,Refunded
SO-202511-0365,2025-11-04,South China,Zhuhai,Electronics,Laptop Pro 14,SMB,3248.7,7,0.15,675.59,Corporate,Completed
SO-202511-0290,2025-11-05,Southwest,Kunming,Electronics,USB-C Hub,Individual,1530.9,9,0.1,280.1,Retail,Completed
SO-202511-0410,2025-11-06,Southwest,Guiyang,Software,Analytics Add-on,Enterprise,6283.2,14,0.15,-502.66,Retail,Refunded
SO-202511-0053,2025-11-08,South China,Shenzhen,Electronics,Monitor 27,Enterprise,16035.6,30,0.08,2636.74,Retail,Pending
SO-202511-0421,2025-11-08,North China,Beijing,Software,Analytics Add-on,Enterprise,7949.76,12,0.02,3819.44,Online,Completed
SO-202511-0192,2025-11-09,South China,Shenzhen,Home Appliances,Desk Lamp,SMB,2410.8,10,0.02,527.81,Partner,Pending
SO-202511-0439,2025-11-11,South China,Zhuhai,Office Supplies,Notebook Set,Individual,674.24,8,0.02,-53.94,Online,Refunded
SO-202511-0478,2025-11-11,East China,Hangzhou,Office Supplies,Notebook Set,Enterprise,200,20,0,51.14,Partner,Completed
SO-202511-0025,2025-11-12,North China,Beijing,Home Appliances,Desk Lamp,Enterprise,5701.8,26,0.15,1096.82,Retail,Completed
SO-202511-0177,2025-11-12,Southwest,Kunming,Home Appliances,Air Purifier,Individual,904.5,3,0.1,192.34,Retail,Completed
SO-202511-0468,2025-11-12,Southwest,Chengdu,Office Supplies,Marker Pack,SMB,279.0,5,0.1,80.31,Partner,Completed
SO-202511-0340,2025-11-13,East China,Hangzhou,Home Appliances,Coffee Machine,Individual,572.85,9,0.05,142.54,Retail,Completed
SO-202511-0389,2025-11-13,Southwest,Kunming,Office Supplies,Notebook Set,Individual,36.8,1,0.08,11.35,Retail,Pending
SO-202511-0033,2025-11-14,East China,Hangzhou,Office Supplies,Notebook Set,Individual,115.6,8,0.15,-9.25,Online,Refunded
SO-202511-0103,2025-11-14,Southwest,Chongqing,Electronics,USB-C Hub,Enterprise,7360.0,32,0.08,1329.8,Partner,Completed
SO-202511-0211,2025-11-14,Southwest,Chongqing,Electronics,Wireless Mouse,SMB,1109.6,2,0.05,214.47,Online,Completed
SO-202511-0342,2025-11-14,North China,Jinan,Office Supplies,Notebook Set,SMB,246,6,0,59.04,Partner,Completed
SO-202511-0378,2025-11-16,North China,Jinan,Office Supplies,Printer Paper,Enterprise,810.0,36,0.1,-64.8,Retail,Refunded
SO-202511-0420,2025-11-16,South China,Foshan,Electronics,Monitor 27,Enterprise,25522.7,38,0.05,4163.69,Partner,Completed
SO-202511-0484,2025-11-16,Southwest,Chongqing,Software,Security Suite,Individual,328.1,2,0.15,157.27,Partner,Completed
SO-202511-0494,2025-11-16,South China,Guangzhou,Home Appliances,Air Purifier,Individual,58.65,1,0.15,14.61,Corporate,Pending
SO-202511-0519,2025-11-17,South China,Shenzhen,Software,Security Suite,SMB,3367.75,5,0.05,1599.22,Corporate,Completed
SO-202511-0317,2025-11-20,Southwest,Kunming,Electronics,Wireless Mouse,Enterprise,11881.65,33,0.05,-950.53,Partner,Refunded
SO-202511-0326,2025-11-20,Southwest,Kunming,Electronics,USB-C Hub,SMB,1034.88,2,0.02,184.34,Retail,Completed
SO-202511-0520,2025-11-20,Southwest,Chongqing,Software,CRM License,Individual,627.95,1,0.05,-50.24,Retail,Refunded
SO-202511-0506,2025-11-21,Southwest,Guiyang,Office Supplies,Desk Organizer,SMB,338.4,8,0.1,82.16,Retail,Completed
SO-202511-0165,2025-11-24,East China,Nanjing,Home Appliances,Coffee Machine,Enterprise,4446.9,27,0.1,1056.59,Online,Completed
SO-202511-0159,2025-11-25,East China,Nanjing,Office Supplies,Printer Paper,SMB,335.75,5,0.15,-26.86,Partner,Refunded
SO-202511-0032,2025-11-26,Southwest,Guiyang,Software,Analytics Add-on,Enterprise,21646.8,28,0.1,10105.05,Partner,Completed
SO-202511-0397,2025-11-28,South China,Guangzhou,Home Appliances,Mini Fan,Enterprise,3301.25,25,0.05,-264.1,Partner,Refunded
SO-202511-0006,2025-11-29,South China,Shenzhen,Electronics,USB-C Hub,SMB,658.56,2,0.02,-52.68,Partner,Refunded
SO-202511-0440,2025-11-29,South China,Shenzhen,Home Appliances,Desk Lamp,Enterprise,1225.44,12,0.08,237.05,Online,Completed
SO-202512-0175,2025-12-01,South China,Foshan,Software,Cloud Storage,SMB,7095.6,9,0.1,3497.09,Retail,Completed
SO-202512-0466,2025-12-01,South China,Shenzhen,Office Supplies,Desk Organizer,Individual,130,2,0,-10.4,Retail,Refunded
SO-202512-0451,2025-12-02,Southwest,Chongqing,Office Supplies,Notebook Set,Individual,64.8,1,0.1,17.6,Partner,Completed
SO-202512-0174,2025-12-06,Southwest,Chongqing,Electronics,USB-C Hub,Individual,2249.1,7,0.1,-179.93,Online,Refunded
SO-202512-0232,2025-12-06,East China,Hangzhou,Home Appliances,Desk Lamp,Individual,401.8,1,0.02,97.22,Corporate,Pending
SO-202512-0517,2025-12-07,East China,Suzhou,Home Appliances,Air Purifier,SMB,1689.12,9,0.08,394.75,Online,Completed
SO-202512-0236,2025-12-10,Southwest,Chengdu,Home Appliances,Desk Lamp,Enterprise,735,7,0,-58.8,Retail,Refunded
SO-202512-0137,2025-12-11,Southwest,Kunming,Software,CRM License,SMB,4628.25,11,0.15,2359.33,Corporate,Completed
SO-202512-0130,2025-12-15,East China,Nanjing,Home Appliances,Mini Fan,Individual,611.52,6,0.02,132.89,Partner,Completed
SO-202512-0265,2025-12-17,Southwest,Kunming,Office Supplies,Printer Paper,Individual,96,4,0,27.57,Partner,Completed
SO-202512-0411,2025-12-17,East China,Hangzhou,Electronics,Monitor 27,Enterprise,16881.48,29,0.02,-1350.52,Online,Refunded
SO-202512-0343,2025-12-19,North China,Jinan,Electronics,Monitor 27,SMB,560,1,0,102.96,Partner,Completed
SO-202512-0114,2025-12-20,East China,Shanghai,Home Appliances,Desk Lamp,SMB,1063.35,9,0.15,-85.07,Online,Refunded
SO-202512-0376,2025-12-22,North China,Qingdao,Home Appliances,Desk Lamp,Individual,643.5,11,0.1,164.69,Corporate,Completed
SO-202512-0187,2025-12-23,North China,Qingdao,Software,Analytics Add-on,SMB,6572.48,8,0.08,3059.57,Partner,Completed
SO-202512-0291,2025-12-24,East China,Hangzhou,Home Appliances,Mini Fan,SMB,1054.8,4,0.1,259.37,Corporate,Completed
SO-202512-0028,2025-12-26,Southwest,Kunming,Electronics,Laptop Pro 14,Individual,3597.2,10,0.08,603.09,Corporate,Completed
SO-202512-0097,2025-12-26,East China,Hangzhou,Electronics,Wireless Mouse,Individual,2163.84,3,0.02,-173.11,Corporate,Refunded
SO-202512-0409,2025-12-26,Southwest,Guiyang,Office Supplies,Desk Organizer,Enterprise,2701,37,0,718.65,Corporate,Completed
SO-202512-0073,2025-12-27,East China,Hangzhou,Home Appliances,Desk Lamp,Enterprise,8882.5,34,0.05,2119.26,Online,Completed
SO-202512-0285,2025-12-27,Southwest,Guiyang,Home Appliances,Coffee Machine,Enterprise,3472,28,0,680.48,Online,Completed
SO-202512-0119,2025-12-28,Southwest,Kunming,Electronics,Laptop Pro 14,SMB,2292.3,9,0.1,-183.38,Partner,Refunded
SO-202512-0094,2025-12-29,South China,Zhuhai,Electronics,Monitor 27,SMB,809.6,2,0.08,-64.77,Online,Refunded
SO-202512-0226,2025-12-29,East China,Hangzhou,Home Appliances,Mini Fan,Individual,310.25,1,0.15,-24.82,Partner,Refunded
SO-202512-0280,2025-12-30,North China,Qingdao,Electronics,Laptop Pro 14,SMB,1584.66,3,0.02,-126.77,Retail,Refunded
SO-202512-0336,2025-12-30,North China,Jinan,Software,CRM License,Enterprise,13629.75,15,0.15,6877.81,Partner,Completed
SO-202512-0328,2025-12-31,East China,Shanghai,Electronics,Laptop Pro 14,Enterprise,16007.5,25,0.05,2871.54,Partner,Pending
