order_id,date,region,city,category,product,customer_type,sales_amount,quantity,discount,profit,channel,status
SO-202601-0072,2026-01-03,North China,Qingdao,Electronics,Monitor 27,Individual,1615.0,10,0.05,326.33,Corporate,Completed
SO-202601-0228,2026-01-03,Southwest,Guiyang,Home Appliances,Mini Fan,SMB,1065,3,0,268.02,Partner,Completed
SO-202601-0306,2026-01-03,South China,Shenzhen,Software,Analytics Add-on,SMB,2111.4,6,0.1,1082.34,Online,Completed
SO-202601-0381,2026-01-03,South China,Zhuhai,Office Supplies,Marker Pack,Individual,466.48,7,0.02,-37.32,Corporate,Refunded
SO-202601-0434,2026-01-03,North China,Qingdao,Software,CRM License,SMB,8190.9,9,0.05,4028.48,Online,Completed
SO-202601-0271,2026-01-04,North China,Jinan,Electronics,Laptop Pro 14,Individual,811.44,3,0.08,175.6,Online,Completed
SO-202601-0180,2026-01-05,North China,Tianjin,Software,Analytics Add-on,Individual,1404.0,3,0.1,660.43,Partner,Completed
SO-202601-0004,2026-01-06,East China,Shanghai,Electronics,Wireless Mouse,Individual,758.2,4,0.15,156.74,Corporate,Completed
SO-202601-0444,2026-01-06,East China,Suzhou,Office Supplies,Desk Organizer,Individual,133.28,2,0.02,39.13,Online,Completed
SO-202601-0104,2026-01-07,North China,Tianjin,Office Supplies,Desk Organizer,Individual,108,4,0,30.31,Partner,Pending
SO-202601-0477,2026-01-07,East China,Suzhou,Home Appliances,Desk Lamp,Individual,1173.0,12,0.15,224.5,Corporate,Completed
SO-202601-0030,2026-01-08,Southwest,Chengdu,Home Appliances,Mini Fan,Enterprise,7194.4,20,0.08,1696.27,Online,Pending
SO-202601-0215,2026-01-08,Southwest,Chongqing,Office Supplies,Notebook Set,Individual,347.7,6,0.05,106.42,Partner,Pending
SO-202601-0279,2026-01-08,South China,Shenzhen,Software,Security Suite,Enterprise,9486.0,40,0.15,4342.12,Partner,Completed
SO-202601-0233,2026-01-09,South China,Foshan,Software,CRM License,SMB,5049.0,6,0.15,2609.59,Corporate,Completed
SO-202601-0134,2026-01-10,South China,Zhuhai,Electronics,Wireless Mouse,Enterprise,5967.0,34,0.1,968.91,Corporate,Pending
SO-202601-0482,2026-01-11,East China,Suzhou,Electronics,Wireless Mouse,SMB,2373,7,0,476.77,Corporate,Completed
SO-202601-0493,2026-01-11,North China,Beijing,Home Appliances,Coffee Machine,SMB,1167.9,6,0.15,233.04,Online,Completed
SO-202601-0458,2026-01-12,South China,Shenzhen,Software,CRM License,SMB,991.8,3,0.05,445.28,Online,Completed
SO-202601-0217,2026-01-13,East China,Nanjing,Home Appliances,Desk Lamp,SMB,3224.2,10,0.02,-257.94,Partner,Refunded
SO-202601-0005,2026-01-15,North China,Tianjin,Home Appliances,Air Purifier,Enterprise,6077.5,25,0.15,1428.53,Retail,Completed
SO-202601-0162,2026-01-15,South China,Shenzhen,Electronics,USB-C Hub,Enterprise,26532.0,40,0.1,5251.86,Partner,Pending
SO-202601-0216,2026-01-17,South China,Guangzhou,Office Supplies,Printer Paper,SMB,88,2,0,25.01,Online,Completed
SO-202601-0253,2026-01-17,Southwest,Guiyang,Office Supplies,Marker Pack,SMB,52.44,3,0.08,12.79,Corporate,Pending
SO-202601-0251,2026-01-18,South China,Shenzhen,Electronics,USB-C Hub,Individual,6191.64,9,0.02,1281.41,Partner,Completed
SO-202601-0155,2026-01-19,Southwest,Guiyang,Software,Cloud Storage,Enterprise,28620,27,0,13001.43,Online,Pending
SO-202601-0293,2026-01-19,Southwest,Guiyang,Electronics,USB-C Hub,SMB,1652.4,9,0.1,301.82,Retail,Completed
SO-202601-0184,2026-01-22,South China,Zhuhai,Software,Cloud Storage,Enterprise,6664,8,0,3342.1,Partner,Completed
SO-202601-0277,2026-01-23,Southwest,Chongqing,Electronics,Monitor 27,Enterprise,3091.2,16,0.08,617.06,Partner,Completed
SO-202601-0017,2026-01-24,South China,Zhuhai,Home Appliances,Coffee Machine,SMB,1470.6,12,0.05,290.32,Corporate,Completed
SO-202601-0179,2026-01-25,East China,Hangzhou,Home Appliances,Mini Fan,SMB,750.72,3,0.08,153.13,Corporate,Completed
SO-202601-0066,2026-01-26,Southwest,Chongqing,Software,CRM License,Enterprise,8042.64,31,0.08,3548.64,Retail,Completed
SO-202601-0366,2026-01-27,South China,Foshan,Electronics,USB-C Hub,SMB,2646.9,9,0.15,-211.75,Retail,Refunded
SO-202601-0037,2026-01-28,East China,Hangzhou,Electronics,Monitor 27,SMB,4943.16,9,0.08,846.06,Partner,Pending
SO-202601-0248,2026-01-28,Southwest,Guiyang,Electronics,Wireless Mouse,SMB,2078.28,3,0.08,297.41,Corporate,Completed
SO-202601-0100,2026-01-29,Southwest,Chengdu,Software,Analytics Add-on,Enterprise,9743.2,16,0.05,5052.73,Corporate,Completed
SO-202601-0194,2026-01-29,Southwest,Guiyang,Software,Cloud Storage,SMB,2922.36,3,0.02,1354.13,Partner,Completed
SO-202601-0416,2026-01-29,North China,Jinan,Office Supplies,Desk Organizer,Individual,76.5,1,0.15,-6.12,Retail,Refunded
SO-202601-0349,2026-01-30,Southwest,Chongqing,Electronics,Wireless Mouse,Enterprise,17369.8,28,0.05,3732.72,Partner,Completed
SO-202601-0454,2026-01-30,North China,Beijing,Home Appliances,Coffee Machine,Enterprise,5616,36,0,1289.64,Corporate,Completed
SO-202602-0191,2026-02-02,Southwest,Chengdu,Home Appliances,Mini Fan,Enterprise,10003.84,29,0.02,2051.34,Partner,Completed
SO-202602-0230,2026-02-02,North China,Tianjin,Office Supplies,Printer Paper,Enterprise,3075.15,39,0.05,971.15,Corporate,Pending
SO-202602-0307,2026-02-02,Southwest,Guiyang,Electronics,Laptop Pro 14,Individual,6660.6,12,0.15,1072.79,Corporate,Pending
SO-202602-0374,2026-02-02,North China,Qingdao,Electronics,Laptop Pro 14,Enterprise,12104,34,0,-968.32,Corporate,Refunded
SO-202602-0287,2026-02-03,East China,Nanjing,Electronics,Monitor 27,SMB,4114.0,11,0.15,658.68,Partner,Pending
SO-202602-0156,2026-02-07,East China,Hangzhou,Electronics,Laptop Pro 14,SMB,7298.06,11,0.02,1166.24,Corporate,Completed
SO-202602-0199,2026-02-07,Southwest,Chongqing,Home Appliances,Coffee Machine,SMB,435.2,2,0.15,88.02,Partner,Completed
SO-202602-0431,2026-02-07,East China,Suzhou,Electronics,Wireless Mouse,Individual,7391.0,10,0.05,1095.81,Partner,Completed
SO-202602-0512,2026-02-07,Southwest,Chongqing,Electronics,Laptop Pro 14,Individual,2532.32,8,0.02,364.61,Retail,Pending
SO-202602-0485,2026-02-10,Southwest,Chengdu,Electronics,Wireless Mouse,SMB,8253.6,12,0.05,1799.42,Partner,Completed
SO-202602-0334,2026-02-12,South China,Shenzhen,Electronics,Wireless Mouse,SMB,2278.1,11,0.05,384.6,Corporate,Pending
SO-202602-0385,2026-02-12,North China,Qingdao,Software,Analytics Add-on,SMB,5559.0,10,0.15,2646.84,Partner,Pending
SO-202602-0086,2026-02-13,Southwest,Chengdu,Home Appliances,Coffee Machine,Enterprise,10025,25,0,1877.66,Corporate,Completed
SO-202602-0090,2026-02-15,South China,Shenzhen,Electronics,Laptop Pro 14,SMB,3883.6,7,0.05,767.9,Retail,Pending
SO-202602-0332,2026-02-15,North China,Jinan,Office Supplies,Printer Paper,Individual,419.52,12,0.08,107.26,Retail,Completed
SO-202602-0019,2026-02-18,South China,Shenzhen,Electronics,Laptop Pro 14,Enterprise,15732.92,23,0.02,3045.55,Partner,Completed
SO-202602-0067,2026-02-24,East China,Shanghai,Software,Security Suite,Enterprise,35978.4,38,0.1,16924.27,Corporate,Completed
SO-202602-0261,2026-02-24,Southwest,Chongqing,Home Appliances,Desk Lamp,SMB,1260,6,0,227.28,Online,Completed
SO-202602-0511,2026-02-25,North China,Jinan,Software,Analytics Add-on,Individual,4213,11,0,1993.42,Corporate,Completed
SO-202602-0206,2026-02-26,Southwest,Chongqing,Electronics,Laptop Pro 14,Individual,5027.4,10,0.02,803.49,Retail,Completed
SO-202602-0344,2026-02-26,Southwest,Guiyang,Office Supplies,Printer Paper,SMB,70.56,4,0.02,19.85,Partner,Pending
SO-202603-0396,2026-03-01,Southwest,Chengdu,Home Appliances,Mini Fan,Individual,1980,11,0,405.15,Retail,Pending
SO-202603-0360,2026-03-02,South China,Foshan,Software,Cloud Storage,Individual,1338.75,3,0.15,605.99,Online,Pending
SO-202603-0244,2026-03-05,Southwest,Chongqing,Software,Security Suite,SMB,11901.6,12,0.1,5998.84,Online,Pending
SO-202603-0515,2026-03-05,East China,Suzhou,Office Supplies,Notebook Set,SMB,234.0,4,0.1,-18.72,Corporate,Refunded
SO-202603-0247,2026-03-06,South China,Zhuhai,Office Supplies,Printer Paper,Individual,418.0,10,0.05,129.68,Online,Completed
SO-202603-0314,2026-03-06,East China,Shanghai,Office Supplies,Marker Pack,Enterprise,307.8,18,0.1,87.15,Online,Completed
SO-202603-0337,2026-03-08,Southwest,Chengdu,Electronics,Wireless Mouse,Individual,2397.6,6,0.1,459.31,Corporate,Completed
SO-202603-0509,2026-03-09,South China,Shenzhen,Home Appliances,Air Purifier,SMB,2820,10,0,679.5,Corporate,Completed
SO-202603-0210,2026-03-10,Southwest,Chengdu,Office Supplies,Desk Organizer,SMB,64.6,2,0.05,17.52,Online,Completed
SO-202603-0418,2026-03-11,South China,Zhuhai,Office Supplies,Desk Organizer,Enterprise,306.0,30,0.15,82.46,Partner,Pending
SO-202603-0056,2026-03-12,South China,Shenzhen,Office Supplies,Desk Organizer,Individual,42.3,1,0.1,-3.38,Retail,Refunded
SO-202603-0383,2026-03-14,Southwest,Chengdu,Software,Security Suite,Enterprise,22549.65,37,0.15,11341.43,Partner,Pending
SO-202603-0289,2026-03-15,North China,Qingdao,Office Supplies,Printer Paper,Individual,153.9,6,0.05,44.28,Corporate,Pending
SO-202603-0513,2026-03-16,North China,Tianjin,Electronics,USB-C Hub,Enterprise,2391.9,21,0.15,429.42,Retail,Completed
SO-202603-0490,2026-03-17,South China,Zhuhai,Software,Security Suite,SMB,5100.0,8,0.15,2595.03,Partner,Completed
SO-202603-0315,2026-03-18,Southwest,Kunming,Electronics,Monitor 27,SMB,3346,7,0,582.34,Retail,Completed
SO-202603-0045,2026-03-20,North China,Jinan,Office Supplies,Marker Pack,Enterprise,2294.48,29,0.08,630.63,Retail,Pending
SO-202603-0029,2026-03-23,South China,Zhuhai,Office Supplies,Desk Organizer,Enterprise,2201.5,35,0.15,658.17,Online,Completed
SO-202603-0039,2026-03-23,Southwest,Chengdu,Software,Security Suite,Enterprise,5343.36,8,0.08,2604.09,Partner,Completed
SO-202603-0502,2026-03-23,Southwest,Chengdu,Office Supplies,Printer Paper,Individual,42.14,1,0.02,12.29,Corporate,Completed
SO-202603-0353,2026-03-26,East China,Shanghai,Software,Security Suite,SMB,432.9,1,0.1,214.62,Retail,Completed
SO-202603-0117,2026-03-27,Southwest,Kunming,Office Supplies,Marker Pack,SMB,149.04,9,0.08,42.95,Partner,Completed
SO-202603-0181,2026-03-27,North China,Jinan,Office Supplies,Desk Organizer,Enterprise,1900.95,29,0.05,-152.08,Corporate,Refunded
SO-202603-0424,2026-03-27,East China,Hangzhou,Home Appliances,Air Purifier,Individual,241.3,1,0.05,52.63,Corporate,Pending
SO-202603-0202,2026-03-28,Southwest,Chengdu,Software,Analytics Add-on,Enterprise,16957.5,21,0.05,7573.11,Retail,Completed
SO-202603-0465,2026-03-29,North China,Beijing,Software,CRM License,Enterprise,19112.94,33,0.02,9091.6,Retail,Completed
SO-202603-0288,2026-03-30,East China,Nanjing,Office Supplies,Printer Paper,SMB,83.7,3,0.1,20.89,Corporate,Completed
SO-202603-0361,2026-03-30,North China,Qingdao,Home Appliances,Mini Fan,Enterprise,4916.66,29,0.02,1032.52,Partner,Pending
SO-202603-0106,2026-03-31,North China,Jinan,Office Supplies,Printer Paper,SMB,307.8,4,0.05,93.03,Corporate,Pending
SO-202603-0121,2026-03-31,South China,Shenzhen,Home Appliances,Coffee Machine,Enterprise,869.4,15,0.08,192.5,Corporate,Pending
SO-202603-0406,2026-03-31,South China,Shenzhen,Electronics,Monitor 27,Individual,1200.5,7,0.02,235.75,Online,Pending
SO-202603-0510,2026-03-31,East China,Shanghai,Software,Analytics Add-on,SMB,3915.0,10,0.1,1946.09,Corporate,Completed
SO-202604-0338,2026-04-01,North China,Jinan,Software,Analytics Add-on,Individual,2841,3,0,-227.28,Retail,Refunded
SO-202604-0407,2026-04-02,North China,Qingdao,Home Appliances,Desk Lamp,SMB,4070,10,0,-325.6,Online,Refunded
SO-202604-0131,2026-04-06,East China,Hangzhou,Electronics,Laptop Pro 14,SMB,5206.0,10,0.05,1117.73,Corporate,Completed
SO-202604-0372,2026-04-06,Southwest,Chengdu,Home Appliances,Desk Lamp,Individual,2673.0,9,0.1,637.23,Retail,Completed
SO-202604-0413,2026-04-09,North China,Jinan,Software,Analytics Add-on,Enterprise,10016.4,24,0.15,5194.57,Retail,Completed
SO-202604-0452,2026-04-09,Southwest,Chongqing,Electronics,Laptop Pro 14,Individual,1461,3,0,206.4,Partner,Completed
SO-202604-0080,2026-04-11,South China,Shenzhen,Electronics,Laptop Pro 14,Individual,1884.6,3,0.1,295.08,Corporate,Completed
SO-202604-0200,2026-04-11,Southwest,Kunming,Electronics,Laptop Pro 14,Enterprise,9836.64,22,0.08,-786.93,Partner,Refunded
SO-202604-0035,2026-04-13,East China,Suzhou,Home Appliances,Coffee Machine,Enterprise,10152.8,37,0.02,2509.66,Partner,Completed
SO-202604-0461,2026-04-14,North China,Tianjin,Home Appliances,Desk Lamp,Individual,562.4,8,0.05,114.03,Corporate,Completed
SO-202604-0007,2026-04-15,East China,Nanjing,Office Supplies,Printer Paper,Enterprise,1767.92,22,0.02,496.36,Corporate,Completed
SO-202604-0171,2026-04-16,East China,Hangzhou,Home Appliances,Air Purifier,Individual,2324,7,0,536.7,Online,Completed
SO-202604-0167,2026-04-17,East China,Nanjing,Office Supplies,Printer Paper,Individual,135,9,0,42.61,Partner,Completed
SO-202604-0183,2026-04-18,East China,Suzhou,Home Appliances,Air Purifier,Enterprise,3659.25,21,0.15,-292.74,Partner,Refunded
SO-202604-0098,2026-04-21,Southwest,Kunming,Home Appliances,Desk Lamp,Individual,1558.0,8,0.05,354.15,Partner,Completed
SO-202604-0027,2026-04-27,East China,Hangzhou,Software,Security Suite,Individual,1960.8,4,0.05,998.34,Corporate,Completed
SO-202604-0055,2026-04-27,North China,Beijing,Office Supplies,Desk Organizer,Enterprise,1195.1,38,0.15,343.21,Corporate,Completed
SO-202604-0260,2026-04-27,South China,Guangzhou,Software,Analytics Add-on,Enterprise,3684.8,16,0.02,1913.84,Online,Completed
SO-202604-0408,2026-04-27,East China,Hangzhou,Office Supplies,Desk Organizer,SMB,147,3,0,36.05,Corporate,Completed
SO-202604-0242,2026-04-28,Southwest,Kunming,Electronics,Monitor 27,SMB,3311.7,7,0.05,580.14,Retail,Completed
SO-202604-0049,2026-04-30,North China,Jinan,Home Appliances,Mini Fan,SMB,543.9,5,0.02,111.63,Partner,Pending
SO-202604-0116,2026-04-30,North China,Beijing,Office Supplies,Desk Organizer,Individual,438.9,11,0.05,-35.11,Corporate,Refunded
SO-202604-0333,2026-04-30,South China,Shenzhen,Software,Cloud Storage,Enterprise,9642.6,22,0.1,4905.0,Retail,Completed
SO-202605-0138,2026-05-01,North China,Tianjin,Electronics,Monitor 27,Enterprise,27340.04,37,0.02,3896.66,Retail,Completed
SO-202605-0297,2026-05-01,East China,Hangzhou,Office Supplies,Marker Pack,Enterprise,648.0,8,0.1,200.87,Corporate,Completed
SO-202605-0398,2026-05-01,South China,Shenzhen,Software,Analytics Add-on,Enterprise,26547.75,27,0.05,12880.85,Partner,Completed
SO-202605-0341,2026-05-03,Southwest,Kunming,Software,Analytics Add-on,Enterprise,32728.08,33,0.08,15770.9,Retail,Pending
SO-202605-0487,2026-05-03,Southwest,Guiyang,Home Appliances,Desk Lamp,Individual,516.8,2,0.15,131.99,Partner,Completed
SO-202605-0492,2026-05-03,East China,Shanghai,Software,Security Suite,Enterprise,6604,13,0,3217.71,Partner,Completed
SO-202605-0316,2026-05-04,East China,Shanghai,Home Appliances,Coffee Machine,Individual,285.3,1,0.1,51.52,Corporate,Completed
SO-202605-0227,2026-05-06,South China,Guangzhou,Home Appliances,Coffee Machine,SMB,637.2,4,0.1,-50.98,Retail,Refunded
SO-202605-0419,2026-05-09,South China,Shenzhen,Home Appliances,Coffee Machine,Enterprise,9399.3,38,0.15,2414.05,Online,Completed
SO-202605-0169,2026-05-10,Southwest,Chengdu,Electronics,Monitor 27,Individual,3248.1,9,0.1,-259.85,Online,Refunded
SO-202605-0239,2026-05-10,South China,Zhuhai,Office Supplies,Marker Pack,Individual,57.8,2,0.15,16.43,Retail,Pending
SO-202605-0274,2026-05-10,Southwest,Chengdu,Software,Cloud Storage,Individual,4543.25,5,0.15,2189.78,Online,Pending
SO-202605-0065,2026-05-11,North China,Qingdao,Software,Cloud Storage,Individual,4625.76,12,0.08,-370.06,Corporate,Refunded
SO-202605-0141,2026-05-11,East China,Hangzhou,Home Appliances,Mini Fan,SMB,1007.0,5,0.05,226.41,Retail,Completed
SO-202605-0325,2026-05-11,East China,Nanjing,Software,Cloud Storage,SMB,1622.88,2,0.02,801.95,Online,Completed
SO-202605-0301,2026-05-13,Southwest,Kunming,Home Appliances,Desk Lamp,SMB,1440.6,7,0.02,-115.25,Corporate,Refunded
SO-202605-0503,2026-05-13,South China,Guangzhou,Electronics,USB-C Hub,Individual,2927.4,7,0.15,607.2,Corporate,Completed
SO-202605-0068,2026-05-15,South China,Guangzhou,Office Supplies,Desk Organizer,Enterprise,184.0,10,0.08,46.61,Retail,Completed
SO-202605-0048,2026-05-16,East China,Suzhou,Software,Cloud Storage,Individual,2037.75,5,0.05,1004.85,Online,Completed
SO-202605-0084,2026-05-18,Southwest,Chengdu,Electronics,USB-C Hub,Individual,1082.7,3,0.1,-86.62,Retail,Refunded
SO-202605-0346,2026-05-19,East China,Nanjing,Electronics,Wireless Mouse,Enterprise,2635.0,10,0.15,461.32,Online,Completed
SO-202605-0358,2026-05-19,South China,Zhuhai,Electronics,USB-C Hub,SMB,2148,12,0,426.9,Partner,Completed
SO-202605-0034,2026-05-22,Southwest,Chongqing,Office Supplies,Notebook Set,SMB,266.4,4,0.1,69.25,Online,Completed
SO-202605-0146,2026-05-23,East China,Nanjing,Electronics,Laptop Pro 14,Enterprise,7213.5,35,0.1,1312.46,Corporate,Completed
SO-202605-0160,2026-05-23,South China,Foshan,Software,Security Suite,SMB,2570.4,3,0.1,1228.35,Partner,Completed
SO-202605-0395,2026-05-24,Southwest,Guiyang,Office Supplies,Printer Paper,Individual,11,1,0,3.29,Corporate,Completed
SO-202605-0459,2026-05-24,East China,Hangzhou,Electronics,USB-C Hub,Enterprise,6069.0,28,0.15,1162.67,Partner,Completed
SO-202605-0129,2026-05-25,North China,Qingdao,Software,Analytics Add-on,SMB,4636.8,8,0.08,2219.82,Partner,Completed
SO-202605-0112,2026-05-27,South China,Shenzhen,Office Supplies,Desk Organizer,Individual,372.4,10,0.02,109.17,Partner,Completed
SO-202605-0214,2026-05-27,East China,Nanjing,Office Supplies,Desk Organizer,Enterprise,629,17,0,-50.32,Online,Refunded
SO-202605-0305,2026-05-30,South China,Shenzhen,Office Supplies,Printer Paper,Individual,235.2,3,0.02,-18.82,Partner,Refunded
SO-202605-0264,2026-05-31,North China,Tianjin,Electronics,Laptop Pro 14,SMB,4798.72,8,0.08,1012.71,Corporate,Completed
SO-202606-0101,2026-06-01,East China,Shanghai,Office Supplies,Marker Pack,Enterprise,592.48,23,0.08,161.57,Partner,Completed
SO-202606-0147,2026-06-01,Southwest,Kunming,Office Supplies,Notebook Set,Individual,1058.4,12,0.02,255.21,Corporate,Completed
SO-202606-0283,2026-06-01,Southwest,Guiyang,Office Supplies,Desk Organizer,SMB,112.5,5,0.1,33.3,Partner,Pending
SO-202606-0367,2026-06-01,South China,Shenzhen,Software,Security Suite,Individual,1950.75,3,0.15,-156.06,Partner,Refunded
SO-202606-0002,2026-06-02,South China,Shenzhen,Software,Analytics Add-on,Enterprise,11628.0,20,0.05,5260.95,Partner,Completed
SO-202606-0021,2026-06-03,North China,Tianjin,Home Appliances,Air Purifier,SMB,1558.0,5,0.05,356.68,Retail,Pending
SO-202606-0099,2026-06-04,South China,Foshan,Software,Cloud Storage,Individual,6384,6,0,3123.06,Online,Pending
SO-202606-0063,2026-06-06,North China,Jinan,Software,Cloud Storage,SMB,9096.3,9,0.1,4372.22,Retail,Completed
SO-202606-0083,2026-06-10,South China,Zhuhai,Office Supplies,Notebook Set,SMB,151.8,11,0.08,41.61,Corporate,Completed
SO-202606-0479,2026-06-10,South China,Zhuhai,Electronics,USB-C Hub,Individual,585.0,5,0.1,91.51,Online,Completed
SO-202606-0405,2026-06-11,South China,Shenzhen,Home Appliances,Mini Fan,Individual,2100,12,0,430.31,Corporate,Completed
SO-202606-0495,2026-06-12,Southwest,Kunming,Electronics,Monitor 27,SMB,4928,7,0,1008.59,Online,Completed
SO-202606-0489,2026-06-17,Southwest,Guiyang,Office Supplies,Desk Organizer,SMB,623.7,9,0.1,176.96,Partner,Completed
SO-202606-0036,2026-06-18,Southwest,Chongqing,Home Appliances,Coffee Machine,Enterprise,5967,27,0,1140.11,Online,Completed
SO-202606-0321,2026-06-18,North China,Beijing,Office Supplies,Marker Pack,Individual,158.4,4,0.1,44.49,Partner,Completed
SO-202606-0096,2026-06-21,South China,Zhuhai,Home Appliances,Mini Fan,SMB,1009.8,3,0.1,222.96,Retail,Completed
SO-202606-0113,2026-06-21,North China,Beijing,Electronics,Monitor 27,Individual,5676,11,0,956.79,Partner,Completed
SO-202606-0369,2026-06-21,East China,Hangzhou,Electronics,USB-C Hub,SMB,7175.08,11,0.08,1247.63,Partner,Completed
SO-202606-0402,2026-06-21,North China,Qingdao,Office Supplies,Notebook Set,Individual,712.8,12,0.1,177.68,Retail,Completed
SO-202606-0125,2026-06-23,Southwest,Guiyang,Electronics,Wireless Mouse,Enterprise,10231.2,18,0.02,2150.97,Corporate,Pending
SO-202606-0105,2026-06-24,South China,Foshan,Office Supplies,Marker Pack,Individual,87,3,0,23.74,Retail,Completed
SO-202606-0107,2026-06-25,Southwest,Chongqing,Office Supplies,Printer Paper,Individual,605,11,0,179.63,Corporate,Pending
SO-202606-0111,2026-06-25,Southwest,Chengdu,Home Appliances,Desk Lamp,Individual,339.3,1,0.1,73.48,Corporate,Completed
SO-202606-0085,2026-06-28,North China,Jinan,Software,CRM License,Enterprise,13584.72,23,0.08,-1086.78,Online,Refunded
SO-202606-0498,2026-06-28,Southwest,Guiyang,Office Supplies,Desk Organizer,Enterprise,1179.9,27,0.05,-94.39,Online,Refunded
SO-202606-0375,2026-06-29,South China,Shenzhen,Office Supplies,Marker Pack,Individual,172.96,4,0.08,51.81,Online,Completed
